leg	site	hole	well logging	latitude	longitude	ocean	ocean hemisphere	sea	physographic feature	hard rock feature	ta	td	re-entry	site survey	site termination	crust	equipment test	heat flow	in situ pore water	hydraulic piston core	variable length hpc	pressure core barrel	punch core	extended core barrel	water depth(m)	total penetration(m)	drilled penetration(m)	cored penetration(m)	number of cores recovered	meters recovered	percent recovery	meters of hard rock cored	number of hard rock cores	meters of hard rock recovered	depth to basememnt(m)	oldest sediment sub-bottom depth	oldest sediment depth below sealevel	oldest sediment core number	oldest sediment age	oldest sediment lithology	oldest sediment lithology composition	oldest sediment source	oldest sediment heterogeneity	oldest sediment hardness	oldest comp1	oldest comp2	hard rock descriptions and comments
38	336		NO	63.3510	-7.7878	ATLANTIC	NORTH	NORWEGIAN			08/07/1974	08/09/1974	NO	NO	DRILL BIT WORN OUT	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	811	515	119	396	44	221	55	39	6	14	484	463.0	1274	37	NO AGE GIVEN	REDCLAYSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3100	unk - 0000	FINE-GRAINEDTRACHYBASALT
38	337		NO	64.8717	-5.3418	ATLANTIC	NORTH	NORWEGIAN	BASIN		08/11/1974	08/12/1974	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2631	132	0	132	15	98	74	19	3	12	113	113.5	2745	12	NO AGE GIVEN	DUSKYYELLOWCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	unk - 0000	BASALT
38	338		NO	67.7852	5.3877	ATLANTIC	NORTH	NORWEGIAN	PLATEAU		08/14/1974	08/16/1974	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1297	437	10	427	45	209	48	35	4	13	401	408.5	1706	42	NO AGE GIVEN	SANDYMUD	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	PHOSPHATE	unk - 0000	BASALT
38	339		NO	67.2108	6.3175	ATLANTIC	NORTH	NORWEGIAN	DIAPIR		08/17/1974	08/17/1974	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1262	108	0	108	12	50	46					108.0	1370	12	NO AGE GIVEN	DIATOMOOZE	SILICEOUS	PELAGIC	MONOGENIC	SOFT	DIATOM	unk - 0000	
38	340		NO	67.2078	6.3063	ATLANTIC	NORTH	NORWEGIAN	DIAPIR		08/17/1974	08/18/1974	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1206	104.5	0	104	11	67	64					104.5	1311	11	NO AGE GIVEN	DIATOMOOZE	SILICEOUS	PELAGIC	MONOGENIC	SOFT	DIATOM	unk - 0000	
38	341		NO	67.3350	6.1107	ATLANTIC	NORTH	NORWEGIAN			08/18/1974	08/20/1974	NO	NO	HYDROCARBON HAZARD	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1439	456	143	313	34	213	68					456.0	1895	34	NO AGE GIVEN	DIATOMACEOUSMUDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3300	DIATOM	
38	342		NO	67.9507	4.9337	ATLANTIC	NORTH	NORWEGIAN	PLATEAU		08/20/1974	08/21/1974	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1303	170	95	75	8	48	63	17	2	10	153	151.5	1455	6	NO AGE GIVEN	SANDYGLAUCONITICMUD	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3300	GLAUCONITE	HOLOCRYSTALLINEBASALT
38	343		NO	68.7152	5.7622	ATLANTIC	NORTH	NORWEGIAN	BASIN		08/22/1974	08/24/1974	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3131	284	152	132	16	59	44	31	4	8	251	284.0	3415	16	NO AGE GIVEN	QUARTZRICHCLAYMINERALRICHMUD	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3300	CLAY MINERAL	ALTEREDBASALT
38	344		NO	76.1497	7.8753	ATLANTIC	NORTH	GREENLAND	RIDGE		08/27/1974	08/29/1974	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2156	414	76	338	37	140	41	36	4	19	377	377.5	2534	33	NO AGE GIVEN	QUARTZRICHSANDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	MICA	QUARTZ	BASALT
38	345		NO	69.8372	-1.2377	ATLANTIC	NORTH	NORWEGIAN	BASIN	FLOW	09/01/1974	09/05/1974	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3195	802	466	336	36	189	56	60	4	9	762	764.0	3959	32	NO AGE GIVEN	SILTSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	SERPENTINE	unk - 0000	BASALTBRECCIA
38	346		NO	69.8892	-8.6855	ATLANTIC	NORTH	NORWEGIAN	RIDGE		09/06/1974	09/07/1974	NO	NO	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	732	187	0	187	20	120	64					187.0	919	20	NO AGE GIVEN	CALCAREOUSMUDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3300	unk - 0000	
38	347		NO	69.8718	-8.6967	ATLANTIC	NORTH	NORWEGIAN	RIDGE		09/07/1974	09/08/1974	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	745	190	166	24	4	13	54					190.0	935	4	NO AGE GIVEN	CARBONATERICHCLAYMINERALRICHMUD	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3300	CLAY MINERAL	
38	348		NO	68.5030	-12.4620	ATLANTIC	NORTH	NORWEGIAN	PLATEAU		09/09/1974	09/12/1974	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1763	544	228	316	34	214	67	17	3	8	527	531.5	2295	32	NO AGE GIVEN	MUD/MUDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3300	unk - 0000	VARIOLITICBASALT
38	349		NO	69.2068	-8.0967	ATLANTIC	NORTH	NORWEGIAN	RIDGE		09/13/1974	09/14/1974	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	915	319.5	199	120	13	81	67					319.5	1235	13	NO AGE GIVEN	QUARTZRICHCLAYMINERALRICHMUDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3300	CLAY MINERAL	
38	350		NO	67.0557	-8.2947	ATLANTIC	NORTH	NORWEGIAN	RIDGE		09/15/1974	09/16/1974	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1275	388	238	150	16	49	32	26	2	4	362	362.5	1638	14	NO AGE GIVEN	MUDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3300	unk - 0000	BASALTBRECCIA/DIABASEBASALT
38	351		NO	67.7890	-11.3043	ATLANTIC	NORTH	NORWEGIAN			09/17/1974	09/17/1974	NO	NO	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1844						0														unk - 0000	unk - 0000	
38	352		NO	63.6495	-12.4710	ATLANTIC	NORTH		RIDGE		09/19/1974	09/19/1974	NO	NO	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	990	103	57	46	6	26	56					54.5	1045	6	NO AGE GIVEN	GRAVELS					unk - 0000	unk - 0000	
38	352	A	NO	63.6495	-12.4710	ATLANTIC	NORTH		RIDGE		09/20/1974	09/20/1974	NO	NO	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	990	122.5	94	28	3	5	17					122.5	1113	3	NO AGE GIVEN	CLAYMINERALRICHNANNOFOSSILOOZE	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	unk - 1103	unk - 4500	
39	353		NO	10.9150	-44.0375	ATLANTIC	NORTH		FRACTURE ZONE		10/21/1974	10/23/1974	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5165	384	361	23	3	5	21					270.5	5436	3	NO AGE GIVEN	CLAYMINERALRICHQUARTZRICHMUDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3300	QUARTZ	
39	353	A	NO	10.9150	-44.0375	ATLANTIC	NORTH		FRACTURE ZONE		10/23/1974	10/24/1974	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5164	181	168	13	1	3	23					181.0	5345	1	NO AGE GIVEN	NANNOFOSSILRICHQUARTZRICHMUDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3300	QUARTZ	BASALTFRAGMENTS
39	353	B	NO	10.9150	-44.0375	ATLANTIC	NORTH		FRACTURE ZONE		10/24/1974	10/25/1974	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5164	181	168	13	1	1.1	8														unk - 0000	unk - 0000	BASALTFRAGMENTS
39	354		NO	5.8992	-44.1963	ATLANTIC	NORTH		RISE		10/27/1974	10/31/1974	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4045	900	689	211	19	119	56	14	1	8		881.0	4926	18	NO AGE GIVEN	MARLYCALCAREOUSCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	ESTIMATED CARBONATE	FORAMINIFERA	DIABASICBASALT
39	355		NO	-15.7098	-30.6005	ATLANTIC	SOUTH		BASIN		11/08/1974	11/12/1974	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4901	461.5	254.5	207	22	118	57	11	2	3		461.5	5363	22	NO AGE GIVEN	NANNOFOSSILRICHCARBONATECHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	CARBONATE	NANNOFOSSIL	THOLEIITEBASALTOWSORSILLSW/INTERCALATEDSEDIMENT
39	356		NO	-28.2870	-41.0880	ATLANTIC	SOUTH		PLATEAU		11/16/1974	11/21/1974	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3175	741	323	418	44	316	75					741.0	3916	44	NO AGE GIVEN	MARLYDOLOMITICLIMESTONE	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	CARBONATE	DOLOMITE	
39	356	A	NO	-28.2870	-41.0880	ATLANTIC	SOUTH		PLATEAU		11/21/1974	11/21/1974	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3175	38	19	19	2	18	94					38.0	3213	2	NO AGE GIVEN	SILICEOUSCALCAREOUSOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	CARBONATE	
39	357		NO	-30.0042	-35.5598	ATLANTIC	SOUTH		RISE		11/23/1974	11/28/1974	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2086	797	323	473	51	345	72					797.0	2883	51	NO AGE GIVEN	SILICIFIEDMARLYLIMESTONE	CALCAREOUS	TRANSITIONAL	HETEROGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
39	358		NO	-37.6552	-35.9637	ATLANTIC	SOUTH		BASIN		11/30/1974	12/03/1974	NO	NO	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4962	842	690	152	16	89	58					826.5	5789	16	NO AGE GIVEN	MARLYCHALKANDMUDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3300	unk - 0000	
39	359		NO	-34.9850	-4.4972	ATLANTIC	SOUTH		SEAMOUNT		12/10/1974	12/11/1974	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1655	107	57	50	8	27	54					94.5	1750	4	NO AGE GIVEN	FORAMNANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	FORAMINIFERA	
39	359	A	NO	-34.9850	-4.4972	ATLANTIC	SOUTH				12/11/1974	12/11/1974	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1655	28	9	19	2	19	100					27.0	1682	2	NO AGE GIVEN	FORAMNANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	FORAMINIFERA	
40	360		NO	-35.8458	18.0965	ATLANTIC	SOUTH		CONTINENTAL RISE		12/21/1974	12/27/1974	NO	YES	WEATHER	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	2949	839.5	364	475	50	278	58					839.5	3789	50	NO AGE GIVEN	NANNOFOSSILRICHCLAYMINERALRICHMUD	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3300	CLAY MINERAL	
40	361		NO	-35.0662	15.4485	ATLANTIC	SOUTH		CONTINENTAL RISE		01/05/1975	01/12/1975	NO	YES	DRILL BIT WORN OUT	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	4549	1314	849	465	49	222	47					1314	5863	49	NO AGE GIVEN	SHALE					unk - 0000	unk - 0000	
40	362		NO	-19.7575	10.5325	ATLANTIC	SOUTH		RIDGE		01/17/1975	01/20/1975	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	1325	805.5	387	418	44	367	87					805.5	2131	44	NO AGE GIVEN	CLAYMINERALRICHNANNOFOSSILCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	CLAY MINERAL	
40	362	A	NO	-19.7575	10.5325	ATLANTIC	SOUTH		RIDGE		01/21/1975	01/23/1975	NO	NO	CHIEF SCIENTIST DECISION	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	1325	1081	972	109	12	77	70					1081	2406	12	NO AGE GIVEN						unk - 0000	unk - 0000	
40	363		NO	-19.6458	9.0467	ATLANTIC	SOUTH		RIDGE		01/24/1975	01/28/1975	NO	NO	DRILL BIT WORN OUT	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	2248	715	335	380	40	227	59					707.0	2955	40	NO AGE GIVEN	INDURATEDCARBONATECHALK	CALCAREOUS	PELAGIC	MONOGENIC	HARD	unk - 1111	unk - 0000	
40	364		NO	-11.5720	11.9717	ATLANTIC	SOUTH		SYNCLINE		01/30/1975	02/06/1975	NO	NO	DRILL BIT WORN OUT	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	2448	1086	659	427	46	296	69					1033	3481	42	NO AGE GIVEN	DOLOMITEDOLOMITE	CALCAREOUS	PELAGIC	MONOGENIC	HARD	DOLOMITE	unk - 0000	
40	365		NO	-11.6517	11.8953	ATLANTIC	SOUTH		CANYON (SUBMARINE)		02/06/1975	02/08/1975	NO	NO	CHIEF SCIENTIST DECISION	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	3018	687	624	63	7	35	55					687.0	3705	7	NO AGE GIVEN	MICARICHCLAYMINERALRICHMUD	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3300	CLAY MINERAL	
41	366		NO	5.6780	-19.8513	ATLANTIC	NORTH		RISE		02/22/1975	02/27/1975	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2853	850.5	332	518	55	304	58					850.5	3704	55	NO AGE GIVEN	MARLSTONEORARGILLACEOUSLIMESTONE	CALCAREOUS	TRANSITIONAL	HETEROGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
41	366	A	NO	5.6780	-19.8513	ATLANTIC	NORTH		RISE		02/27/1975	03/01/1975	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2853	367	0	367	39	278	75					367.0	3220	39	NO AGE GIVEN	NANNOCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	unk - 0000	
41	367		NO	12.4868	-20.0472	ATLANTIC	NORTH		BASIN	FLOW	03/03/1975	03/10/1975	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4748	1153	806	347	40	174	50	7	3	6.6	1146	1148	5896	38	NO AGE GIVEN	CLAYMINERALRICHCARBONATELIMESTONE	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	CARBONATE	CLAY MINERAL	BASALT
41	368		NO	17.5072	-21.3538	ATLANTIC	NORTH		RISE	SILL	03/13/1975	03/20/1975	NO	NO	HYDROCARBON HAZARD	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3366	984.5	402	582	63	328	56					984.5	4351	63	NO AGE GIVEN	SHALES					unk - 0000	unk - 0000	BASALTSILLSINTRUDINGBLACKSHALES
41	369		NO	26.5925	-14.9987	ATLANTIC	NORTH		CONTINENTAL SLOPE		03/23/1975	03/24/1975	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	1752	42	0	42	5	36	85					41.0	1793	5	NO AGE GIVEN	GREENCLAYEYNANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	
41	369	A	NO	26.5925	-14.9987	ATLANTIC	NORTH		CONTINENTAL SLOPE		03/24/1975	03/26/1975	NO	YES	HYDROCARBON HAZARD	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	1752	488.5	42	446	47	350	78					488.5	2241	47	NO AGE GIVEN	OLIVEMARL	CALCAREOUS	TRANSITIONAL	HETEROGENIC	SOFT	ESTIMATED CARBONATE	unk - 0000	
41	370		NO	32.8375	-10.7760	ATLANTIC	NORTH		BASIN		03/29/1975	04/08/1975	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4214	1176	693	483	51	203	42					1176	5390	51	NO AGE GIVEN	CALCAREOUSARGILLITICSILTSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	SERPENTINE	unk - 0000	
42	371		NO	37.5980	5.2592	ATLANTIC	NORTH	MED	BASIN		04/14/1975	04/18/1975	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2792	551	489	62	8	43	69					551.0	3343	8	NO AGE GIVEN	SILTYCALCAREOUS(ORDOLOMITIC?)MUDWITHGYPSUM	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3300	ESTIMATED CARBONATE	
42	372		NO	40.0800	4.7965	ATLANTIC	NORTH	MED	RISE		04/19/1975	04/24/1975	NO	YES	DRILL BIT WORN OUT	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2699	885	454	431	46	316	73					885.0	3584	46	NO AGE GIVEN	CARBONATERICHCLAYMINERALRICHMUDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3300	CLAY MINERAL	
42	372	A	NO	40.0800	4.7965	ATLANTIC	NORTH	MED	RISE		04/24/1975	04/25/1975	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2699	154	154	0			0														unk - 0000	unk - 0000	
42	373		NO	39.7280	12.9927	ATLANTIC	NORTH	MED	SEAMOUNT		04/27/1975	04/27/1975	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3517						0														unk - 0000	unk - 0000	
42	373	A	NO	39.7280	12.9927	ATLANTIC	NORTH	MED	SEAMOUNT		04/27/1975	04/29/1975	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3517	457.5	343	114	12	27	23	95	11	20	270	457.5	3975	12	NO AGE GIVEN	NANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	BASALTBRECCIAS,FLOWS
42	374		NO	35.8478	18.1963	ATLANTIC	NORTH	MED	PLAIN		05/01/1975	05/04/1975	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4078	457	304	153	24	77	50					444.5	4523	22	NO AGE GIVEN	NANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	
42	375		NO	34.7622	31.7600	ATLANTIC	NORTH	MED	RISE		05/07/1975	05/10/1975	NO	YES	DRILL BIT WORN OUT	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1900	821.5	748	73	13	67	91					821.5	2722	13	NO AGE GIVEN	FORAMRICHLIMESTONE	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	FORAMINIFERA	unk - 0000	
42	376		NO	34.8720	31.8075	ATLANTIC	NORTH	MED	RISE		05/11/1975	05/12/1975	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2101	216.5	14	202	23	76	37					216.5	2318	23	NO AGE GIVEN	ANHYDRITE					unk - 0000	unk - 0000	
42	377		NO	35.1617	21.4310	ATLANTIC	NORTH	MED	RIDGE		05/15/1975	05/16/1975	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3718	263	253	10	4	6	60					260.0	3978	3	NO AGE GIVEN	CLAYSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3100	unk - 0000	
42	378		NO	35.9278	25.1162	ATLANTIC	NORTH	AEGEAN	BASIN		05/17/1975	05/18/1975	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1835	312	228	84	11	39	46					312.0	2147	11	NO AGE GIVEN	CLAYMINERALRICHCARBONATERICHNANNOFOSSLRICHLIMESTONE	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	ESTIMATED CARBONATE	NANNOFOSSIL	
42	378	A	NO	35.9278	25.1162	ATLANTIC	NORTH	AEGEAN	BASIN		05/18/1975	05/19/1975	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1835	343	297	46	9	20	43					342.5	2178	8	NO AGE GIVEN	GYPSUM					unk - 0000	unk - 0000	
42	379		NO	43.0050	36.0117	ATLANTIC	NORTH	BLACK			05/23/1975	05/23/1975	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	YES	NO	NO	2165	7	0	7	1	4	57					7.0	2172	1	NO AGE GIVEN						unk - 0000	unk - 0000	
42	379	A	NO	43.0050	36.0117	ATLANTIC	NORTH	BLACK			05/23/1975	05/27/1975	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	YES	NO	NO	2165	624.5	2.5	622	68	381	61					624.5	2790	68	NO AGE GIVEN	CALCAREOUSMUD	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3300	CARBONATE	
42	379	B	NO	43.0050	36.0117	ATLANTIC	NORTH	BLACK			05/27/1975	05/28/1975	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	YES	NO	NO	2165	159	78	81	9	29	35					102.0	2267	6	NO AGE GIVEN	NANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	
42	380		NO	42.0990	29.6137	ATLANTIC	NORTH	BLACK			05/30/1975	06/01/1975	NO	YES	ILLNESS OR INJURY	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2107	370.5		370	40	169	45					370.5	2478	40	NO AGE GIVEN	MUD	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3300	unk - 0000	
42	380	A	NO	42.0990	29.6137	ATLANTIC	NORTH	BLACK			06/01/1975	06/07/1975	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2107	1073	339	734	79	421	57					1073	3180	79	NO AGE GIVEN	MUDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3300	unk - 0000	
42	381		NO	41.6708	29.4160	ATLANTIC	NORTH	BLACK			06/07/1975	06/10/1975	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1728	503.5		503	54	269	53					503.5	2232	54	NO AGE GIVEN	SANDYCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	unk - 0000	
43	382		NO	34.4173	-56.5375	ATLANTIC	NORTH		SEAMOUNT		07/05/1975	07/09/1975	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5526	520	288	232	25	162	69					478.4	6004	23	NO AGE GIVEN	SANDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3100	unk - 0000	VOLCANICLASTICBRECCIA
43	383		NO	39.2480	-53.3530	ATLANTIC	NORTH		RIDGE		07/10/1975	07/12/1975	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5283	120	101	19	2	4.9	25					63.3	5346	1	NO AGE GIVEN	SAND	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	MICA	unk - 0000	
43	384		NO	40.3608	-51.6633	ATLANTIC	NORTH		RIDGE		07/12/1975	07/15/1975	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3909	330.3	136	194	22	110	56	6.0	1	3.0	325	330.3	4239	22	NO AGE GIVEN	CALCAREOUSSAND	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	MICA	ESTIMATED CARBONATE	VESICULARTHOLEIITICBASALT
43	385		NO	37.3695	-60.1575	ATLANTIC	NORTH		SEAMOUNT		07/18/1975	07/20/1975	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4936	393	165	228	24	63	27	54	5	8.1	338	278.9	5215	15	NO AGE GIVEN	SILTYSAND	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	MICA	unk - 0000	VOLCANICLASTICBRECCIA
43	386		NO	31.1868	-64.2490	ATLANTIC	NORTH		RISE		07/24/1975	07/31/1975	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4782	974	347	627	66	439	70	7.6	1	7.6	964	964.2	5746	65	NO AGE GIVEN	CLAYSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3100	unk - 0000	BASALT
43	387		NO	32.3200	-67.6667	ATLANTIC	NORTH		RISE		08/01/1975	08/07/1975	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5117	794	326	468	50	177	37	2.9	1	2.9	792	791.9	5909	49	NO AGE GIVEN	LIMESTONE	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	BASALT
44	388		NO	35.5222	-69.3960	ATLANTIC	NORTH		RISE		08/17/1975	08/18/1975	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4919				1	0.0	0														unk - 0000	unk - 0000	
